"code","country","region_noHICgroup","obs","CAT","1-BETA","MIX","C1P1","C2P1","C3P1","C4P1","C5P1","C1P2","C2P2","C3P2","C4P2","C5P2","C1P3","C2P3","C3P3","C4P3","C5P3","C1P4","C2P4","C3P4","C4P4","C5P4","C1P5","C2P5","C3P5","C4P5","C5P5","index","group"
"DJI","Djibouti","Middle East & North Africa",3035,0.43825081,0.52743632,0.4379977,0.4727534152264,0.133228815196763,0.093976325536788,0.0706176501663955,0.0689583805899302,0.0373585219277954,0.0268625601417632,0.0179428097170576,0.0155233917786036,0.0187669364347802,0.00169387526463078,0.00229467475381375,0.00413758582615994,0.00349384385533568,0.00491091979598682,0.00110665626811831,0.000780799741158043,0.00300737483596649,0.00415969885416213,0.00490721899343655,0.0040091713767768,0.0020926775994917,0.00074145473914945,0.00100383025310561,0.00567140084221695,0.284643355616932,"Part 1"
"DNK","Denmark","Europe & Central Asia",519,0.61642492,0.79910807,0.67081547,0,0,0.00723697650327082,0,0.00201799249672918,0,0.00220146341381424,0.00220146341381424,0.0162323915025559,0.0252063959533836,0,0,0.0119608104806674,0.0208155823334549,0.0405887299195289,0,0.00524517194793374,0.0289407262355054,0.128052526208473,0.169185524887958,0,0.00260659230594844,0.0356395383481734,0.114537680117071,0.387330409228807,0.286277165835503,"Part 1"
"SVN","Slovenia","Europe & Central Asia",689,0.54148453,0.63561943,0.56329745,0,0.0039357348880212,0,0.0020784051119788,0,0,0.00252523538281622,0.00390995148848786,0.00306551522370294,0,0,0,0.0127321637752776,0.0742499966126568,0.0224163207060504,0,0,0.0125246520465814,0.300585838400227,0.278130642560496,0,0,0.00698595846058374,0.101348682168855,0.175510908169773,0.286651507270059,"Part 1"
"BOL","Bolivia","Latin America & Caribbean",1566,0.67290777,0.56158319,0.71115279,0.049700336604672,0.0251742745768476,0.0424383699995484,0.0345383195108988,0.0318386774711334,0.0493136247704676,0.0392829570505488,0.0756581742334188,0.079858642959084,0.0874014476167776,0.00561198235586656,0.0096025212121268,0.019833915801269,0.0435828686564144,0.0492979740211914,0.00222914034830336,0.00521605901952674,0.0305054276764584,0.0589870438102746,0.0862486682295052,0,0.00085261633128372,0.00080105416389374,0.0169105283640975,0.155115379577609,0.287218134959678,"Part 1"
"FIN","Finland","Europe & Central Asia",1025,0.5063405,0.75540155,0.57402515,0,0,0,0.0033951239841402,0.0030328558230204,0.00103611209568412,0,0.00510278791418162,0.0310053444792065,0.0156990641370017,0,0,0.00441141513864992,0.0285242666391701,0.0198077454858972,0.00103611216189339,0.00127915713191718,0.0324538754228828,0.226558538720597,0.167060888276264,0,0,0.0129240642869404,0.146275599892171,0.300397062714839,0.288298895538747,"Part 1"
"USA","United States","North America",3660,0.43073601,0.67153147,0.57829297,0,0.000227874719029464,0.00102791112017868,0.00751846665762846,0.0045213566494151,0,0.000562495065101268,0.00277558438154712,0.0148540749233843,0.00750901519539301,0,0.00126080754978119,0.00321555153732078,0.0168607564367607,0.00932684758003992,0,0.00255404051348665,0.0308706734771851,0.232387900625943,0.140319025230095,0,1.7560954265e-05,0.00807167088809668,0.142766317335047,0.373352073323462,0.289470929467422,"Part 1"
"VEN","Venezuela","Latin America & Caribbean",1922,0.66187531,0.67465192,0.65093744,0.027056950099942,0.039827482598516,0.0368782587404895,0.056750144693287,0.0245977138677655,0.0108172000775424,0.0336272764268536,0.08063416305538,0.1623779370233,0.055746826848958,0.00149572499151936,0.00298974933445376,0.0256781495827584,0.057876385361504,0.0156201514553856,0.00200864363961612,0.00680102450441928,0.029261221572282,0.169377638923555,0.0747773471267396,0.000489567117518596,0,0.00369780510402389,0.0357616184416703,0.0458510472805876,0.289983605089268,"Part 1"
"BEL","Belgium","Europe & Central Asia",870,0.59108514,0.68838915,0.65594888,0.0085485087112267,0.00981077949052412,0.0194293492019499,0.0199040017915993,0.00479387855475391,0,0.00424912046244021,0.0242433775342801,0.0456632623446882,0.00864546365220621,0,0.0018852365651896,0.0285968448110506,0.04687948851663,0.0329370123131014,0,0.00529501515110766,0.0311896357570651,0.172034791781332,0.151668292988243,0.00169996689933642,0.00308721999876444,0.0142712864278231,0.0731934681809463,0.291973983498193,0.292032572694285,"Part 1"
"PER","Peru","Latin America & Caribbean",2334,0.64221412,0.60511985,0.64189523,0.0524780155699488,0.100448548074826,0.0368488173487949,0.162120610424947,0.0171750522721939,0.0122452087180709,0.0365903323116264,0.0180518833419286,0.113972689691359,0.0159958100709893,0.00159991896024511,0.00995936791026438,0.00808237809252594,0.0506584648077296,0.0147270251682572,0.0029430397144296,0.0138856733615693,0.0073880097347304,0.187805462818622,0.0676848465388512,0,0.000190909000339356,0.00206958879658164,0.0228668450671996,0.0442114865226559,0.302176582057266,"Part 1"
"IDN","Indonesia","East Asia & Pacific",7078,0.68346483,0.59462428,0.6877023,0.0334719725453379,0.0759922835456862,0.0586946387078667,0.043531038543447,0.00928193466891537,0.0269379866207164,0.102504491923604,0.13234723301389,0.153644971306367,0.0365766226710606,0.00490459937274165,0.0113546093478179,0.0304172041993911,0.0610872171255583,0.0250147595561559,0.00180960132401344,0.0063690723034144,0.0165673137447168,0.0623054123267584,0.0443412384616,0.000180347994793764,0.000194463782519634,0.00168303000228851,0.0135975979817329,0.047190326484516,0.30239348074535,"Part 2"
"KHM","Cambodia","East Asia & Pacific",872,0.62185323,0.45318782,0.6198343,0.189184396064001,0.203328293945999,0.0749935640653785,0.0441422410116181,0.0533166994327243,0.0378887439475908,0.0701166569392575,0.0543004736896644,0.0268503092424633,0.0653454236360079,0.0124866968254872,0.0240856586188944,0.0141763648661976,0.0247057150311084,0.033630725749164,0.00146998847280675,0.00370624379521275,0.0050024101086795,0.013948745484615,0.0312398618064825,0.00333712437815946,0,0.00333712437815946,0.00142552015668544,0.0079810091191572,0.302875301930122,"Part 2"
"KAZ","Kazakhstan","Europe & Central Asia",445,0.42140383,0.66672665,0.53834617,0,0,0,0.006287931,0,0,0,0,0.008371585,0,0,0,0.0227814943175224,0.0274708385023518,0.0166524881801258,0,0,0.00795495275878128,0.30889652591684,0.188579038291795,0,0,0.00091782662501943,0.121103039284998,0.290984237068896,0.31503412095804,"Part 2"
"ZAF","South Africa","Sub-Saharan Africa",4113,0.69722623,0.79510166,0.67301941,0.027883260390408,0.034716072676728,0.149193117097569,0.105653381324351,0.0185236168310963,0.00526476369257254,0.011064963502591,0.0763379875748002,0.0816526042494928,0.0186891040686942,0.00626406670721404,0.0084113705015806,0.0777566117424396,0.0938756327882596,0.025038042910112,0.000734532392133,0.0081080511256935,0.039435026040495,0.0931422899643075,0.036647354750985,0,0.00131308469195571,0.00969013196795072,0.0379124393851757,0.0326925184859707,0.317057114644374,"Part 2"
"RUS","Russia","Europe & Central Asia",1166,0.48421735,0.59271768,0.67575276,0.000828002,0,0,0,0,0,0.00370250722073925,0.00140833117149615,0.00309572614927125,0.0054668205952272,0,0,0.0174124673424195,0.0434123962854696,0.0156020878435719,0,0,0.0184162566659982,0.0978731845600472,0.060787382315491,0,0.00085818200164956,0.0147924370789644,0.170364193245852,0.545980077437396,0.3178172039596,"Part 2"
"KGZ","Kyrgyzstan","Europe & Central Asia",561,0.396281,0.63970107,0.44673198,0.00415182907362531,0.00234068553498308,0.003600618204624,0.0144252640405547,0.00256532460663616,0,0.000999686910200927,0.00660238830419097,0.0116535638309051,0.00656518746410726,0,0.00481784908245015,0.0137140381508406,0.0536366894163979,0.0195787452677845,0,0,0.0197309749495998,0.433727424570923,0.192227311754591,0,0.00257945964757479,0,0.0735467513719614,0.13353620296405,0.321421120866814,"Part 2"
