"code","country","region_noHICgroup","obs","CAT","1-BETA","MIX","C1P1","C2P1","C3P1","C4P1","C5P1","C1P2","C2P2","C3P2","C4P2","C5P2","C1P3","C2P3","C3P3","C4P3","C5P3","C1P4","C2P4","C3P4","C4P4","C5P4","C1P5","C2P5","C3P5","C4P5","C5P5","index","group"
"GEO","Georgia","Europe & Central Asia",351,0.46885598,0.55052722,0.56634438,0,0,0,0,0,0,0.0147271178115728,-0.0399999674224886,0.0222457024365539,0.042374767052043,0,0,0.00926365326724403,0.0132069175931999,-0.0306276458808754,0,0,0.151365414770851,0.306591937539555,-0.246873664767245,0,0,0.149086697638969,0.329048564114864,0,0.335830955364181,"Part 2"
"ARG","Argentina","Latin America & Caribbean",1945,0.58756822,0.63541195,0.57467353,0.00354514998363777,-0.0936976104432695,0.00756451898204458,0.1519930946921,0.0771656411572801,0.101228939330723,0.050316898486059,-0.242204523126745,0.287106582813383,0.0658660989204662,0,0.071369669838294,0.0354174671260678,-0.011902699818893,-0.0296098692171167,0.0444146775135189,0.101042740469626,0.183731511797039,0.296267519199395,-0.29061975317485,0,0,0.0614725476814282,0.191843140252109,0,0.341201151519574,"Part 2"
"CHE","Switzerland","Europe & Central Asia",774,0.44550741,0.65765476,0.53577828,-0.0325900690395096,-0.0458544851801603,0.0415801794460663,0.0487895083653878,0.0325775116399619,0,0.0130019880455404,-0.0956021445032734,0.0995653838927749,0.0722956336312875,0,0.0510510486715485,0.0696222111461198,-0.0300885216208963,-0.0237807084000453,0,0.0347042759874503,0.193000495077138,0.313680295888259,-0.25894137024883,0.0344521920754481,0,0.0863673560362681,0.304657438395541,0,0.343551640227954,"Part 2"
"LVA","Latvia","Europe & Central Asia",284,0.51449978,0.61270741,0.56341195,0,0,0,0,0,0,-0.0416924981261617,-0.116497515435794,0.0434251418388383,0.0793676588645336,0,0.077793854453053,0.0106097649146252,-0.0442965565093622,0.0419252201399754,0,0.0546079223824148,0.212305263059724,0.261412556293747,-0.225140511889931,0,0,0.0681055070636914,0.378742299874767,0,0.3479343010421,"Part 2"
"GBR","United Kingdom","Europe & Central Asia",761,0.63062257,0.82090648,0.67379522,-0.0174901572319977,-0.0475822081121516,-0.0209312443599278,-0.00655129309367083,0.0524719325573564,0,0.112076279497229,-0.272118701394922,0.0976405085234515,0.232279986012765,0,0.119944398194371,0.0470128556308908,-0.13722031469545,0.105612614240104,0,0.0914869983067666,0.142397773787679,0.128311208695505,-0.108437376739397,0,0.0904978806071143,0.143748038811466,0.287860742875584,0,0.350051183262794,"Part 2"
"ECU","Ecuador","Latin America & Caribbean",13457,0.59564036,0.50667447,0.61894113,0.0558170317144981,-0.0515048633215631,-0.0477431670358915,0.0962939488467168,0.0787126350461923,0.193646373291613,0.160795607477203,-0.33588882037365,0.237106868208757,0.226446751414613,0.0357348681895206,0.0443014631955657,0.0141250084595185,-0.0676733832263656,0.063728509350377,0.0715431047025414,0.118061557161755,0.189183120343153,0.123737382301602,-0.140642509303587,0.0279562071893757,0.0414181198287281,0.0730796651483449,0.161629031428453,0,0.350472961877193,"Part 2"
"DEU","Germany","Europe & Central Asia",1346,0.37578085,0.72740427,0.45645592,-0.0107258389037232,-0.0572164447154838,0.0492409586723589,0.0467425590900168,0.0628820320513716,0.0272507273907434,-0.0370312584177206,-0.0827364600050496,0.0835863354391421,0.0393704521574985,0,0,0.0408451686219162,-0.0157555402292211,-0.0118486389907881,0,0.0657716827935331,0.194032618264237,0.334047300021091,-0.276427553871413,0,0,0.0971488622546459,0.400785443863773,0,0.356642601427185,"Part 2"
"SDN","Sudan","Sub-Saharan Africa",1077,0.37337354,0.29114854,0.40089202,0.411372160167857,-0.546825003194142,0.294385918053869,0.0649598644698543,0.256196634406266,0.0782537517702121,-0.0116501532687789,-0.0434872889726466,-0.0311958477022388,0.0245503495650554,0.177675980627799,0.15697783309595,0.0958067177830981,-0.347859757403672,0.180300775474563,0,0.0604888976680915,0,-0.0410738797777858,-0.00827935342345908,0.0557838487254433,0.0408500506154271,0.0968417486554436,0,0,0.35784156056486,"Part 2"
"AUT","Austria","Europe & Central Asia",955,0.41028851,0.51783037,0.51004541,-0.0158489368728631,0.00309006151068636,-0.0066848493522737,-0.00165505663110877,-0.00125549564165073,0,0.0425247687689998,-0.0930483759744772,0.0692510790852886,0.0263044661581916,0,0,0.0648866024024867,-0.00572871626846463,-0.0448986566134732,0.0615193218407171,0,0.184813756264112,0.364807629565306,-0.289614866916139,0,0,0.0651351154015979,0.17141816547148,0,0.359214349150958,"Part 2"
"HRV","Croatia","Europe & Central Asia",363,0.54430705,0.54967469,0.56844401,-0.0262605616847774,-0.0286559997907695,0.0488679888715483,-0.00746329402254806,-0.00494000577491827,0,0.0331784597603634,-0.0437056248699194,0.0557422763451521,-0.00711366105146566,0,0.0938975255206707,0.0679783469850336,-0.031029370218385,-0.0236925783430796,0,0.0520322536245675,0.183324076543961,0.291241620672859,-0.227778538804871,0,0,0.106372588949354,0.219043086318828,0,0.361191189272014,"Part 2"
"MKD","Macedonia","Europe & Central Asia",470,0.56510943,0.47624367,0.59598082,-0.00182199428573292,-0.0303375231875633,-0.00478652640373887,0.05243208281924,0.0576528915672486,0.0752039994027887,0.14876525365389,-0.364230961187437,0.190691140604743,0.0938558335470036,0.0443371103168963,0.211794228041841,-0.0132811565149413,-0.0796132730925993,-0.00236676018629228,0,0.0950477928803077,0.119674450458383,0.23531732109561,-0.159807191664275,0,0,0,0.135492680658563,0,0.362996128895789,"Part 2"
"MMR","Myanmar","East Asia & Pacific",456,0.51662928,0.24965513,0.53508973,0.168780064977282,-0.0766624546895849,-0.085002068780552,-0.08127683091873,0.119627734641635,0.252573224734852,0.245210083022264,-0.286954691502817,-0.0471850932778911,0.256240195995692,0,0.0886970688294428,0.0919179660941466,-0.246366185822247,0.188891969623458,0,0,0.0779765855272496,-0.0226841159212004,-0.0151351316578091,0,0,0.0876061079284418,0.0344779925580074,0,0.36336962885645,"Part 2"
"SVK","Slovakia","Europe & Central Asia",461,0.31930435,0.60896319,0.39546692,0,0,0,0,0,0,-0.0507333016863677,-0.0221933400388656,0.0746862490873871,-0.0189720311649117,0,0,0.0523904958883862,0.0192278039606481,-0.127159270281248,0,0,0.196862382732702,0.432645336595201,-0.365178111618641,0,0,0,0.237392764633826,0,0.366097476186731,"Part 2"
"MDA","Moldova","Europe & Central Asia",349,0.48782167,0.52838334,0.54723811,-0.0126842421925789,-0.0367841079295012,-0.00873242208856803,0.0364763254843521,-0.00233937034673136,0,-0.040619478887049,-0.0536536975156987,0.0819358387145576,0.0326171364573204,0,0.0714309189960689,0.193719806157192,-0.124515116392754,-0.0368911609041248,0,0,0.292706938816215,0.22614015778739,-0.218891173935597,0,0,0.076108914395616,0.176186220259877,0,0.367666971387322,"Part 2"
"ALB","Albania","Europe & Central Asia",513,0.67156386,0.60168722,0.684484,0.0144783243066824,-0.0904466226948804,0.0247948402934595,-0.0124615102087907,0.0657269999565534,0,0.0353348550998539,-0.116337822279742,0.0753861662502227,0.0794740584361149,0.104169854302046,0.175116386376495,0.0623577598406583,-0.0817877963538081,0.00391632545742127,0.0900649698182251,0.151085792049986,0.11445889115354,0.133786007022918,-0.107545418124547,0,0.0746687460022398,0.0542498268393624,0.174761658064313,0,0.376057243920873,"Part 2"
"BGD","Bangladesh","South Asia",1604,0.54973644,0.41468585,0.56262404,0.226738282332778,-0.340216890013788,0.218992592712158,0.0137459917268782,0.180390705854497,0.109571827134006,0.0729037425798095,-0.0770949348133574,-0.0354070085088911,0.0900555454336517,0.135555142770144,0.136325406310879,0.183166480180783,-0.351923571182572,0.19139657358565,0.0426874089684176,0.0246992791103263,0.131660325974671,-0.0348225190671528,-0.0365647015310344,0.0146058671138653,0.0262103444243998,0.0768456531795649,0.0559124284469621,0,0.377417563724099,"Part 2"
"COM","Comoros","Sub-Saharan Africa",636,0.41355965,0.60779375,0.41252431,0.414298862860189,-0.457484511597193,-0.0670165559001935,0.187292830489812,0.305979493217256,0.154818711198632,0.0321282936862611,-0.207166236673717,0.016305751729629,0.192098286376423,0.105161907771407,0.103162500963168,-0.0277352378343684,-0.144795879367721,0.12339970949164,0.108147531854776,0.0873575866521561,0.0373369921594098,0.0331363128160566,-0.0878131257955986,0.0575063695209914,0.0511074467266713,0.0226132707761873,0.0399300998677726,0,0.38006629601242,"Part 2"
"ISL","Iceland","Europe & Central Asia",248,0.50625581,0.7604709,0.56111628,0,0,0,0,0,0,-0.0178669695247963,-0.0499903824926969,0.0397449735162455,-0.00965802619182973,0.0761899723478015,0,0.061737942559801,-0.095573972134832,0.0651023904613864,0,0,0.291014544701406,0.180824147496603,-0.195126635523885,0,0,0.195904164609776,0.366805250047871,0,0.391777550528584,"Part 2"
"BTN","Bhutan","South Asia",781,0.16194925,0.20999283,0.16194925,0.575152050581836,-0.573610866972565,-0.0722541080694248,0.0889187403731177,0.101835171328419,0.227385721583689,0.0367555002619984,-0.198769351282945,0.0448758048682599,0.105050715822119,0,0,-0.0112042625817142,-0.0335548359613054,0.0334580514488495,0.0209656585041594,0.022477805324647,0.0238282693097734,-0.00182887442098636,-0.0139322497431164,0,0,0,0,0,0.394962023744154,"Part 2"
"BIH","Bosnia","Europe & Central Asia",484,0.57588726,0.55369326,0.59314162,0.0146745527092915,-0.022074783047565,-0.0296324402047762,0.0487496983965306,-0.00871579003670201,0.0684883698373344,0.0146144478988077,-0.0484300639951175,0.0468849543797791,0.010130311604167,0.0453206267871765,0.108993134684606,0.151205576779189,-0.127086521835247,0.0229449605192872,0,0.0816344755050767,0.197654470836703,0.224879662925128,-0.183171453548696,0,0,0.0843114321593915,0.142139871214838,0,0.398537114011958,"Part 2"
"IND","India","South Asia",27662,0.56450731,0.42435765,0.57965142,0.237656240739411,-0.306086237484774,0.0774234449406368,0.145534075715438,0.188998783214115,0.166024982692427,0.0580021576317405,-0.168065032422119,0.057085086158899,0.148978835927331,0.10276135758113,0.115325871454775,0.0665701258222451,-0.162253150892315,0.0970701927855773,0.0890473719890066,0.0969358145166539,0.144525115466113,0.0422973570722053,-0.0856735726721451,0.0553747213714135,0.065838204736521,0.104292273879706,0.112281682102434,0,0.409595865388194,"Part 2"
"RWA","Rwanda","Sub-Saharan Africa",1154,0.37854978,0.48651403,0.38371256,0.361453824483994,-0.305314067870121,-0.13115573130799,0.0733007804012833,0.197119502473266,0.368072992988599,0.119164557437786,-0.349336113964655,0.0694197278410516,0.202689678795982,0.0737119542811927,0.0509498973574063,0.0070456152184326,-0.10682170847942,0.12062750116434,0.0655686332053635,0,0.0492777081695151,-0.00553000275203558,-0.0235815617221323,0.0422076368652826,0,0.0280838396414711,0.0547372519204982,0,0.410677932405982,"Part 2"
"MNE","Montenegro","Europe & Central Asia",562,0.4785237,0.46009457,0.53294909,-0.0153254918355007,0.00323031688268373,-0.0077067167279248,-0.00233880854374043,-0.00171333410613856,0.0492440511167529,0.0610484304656757,-0.121625330492096,0.0775053152401571,-0.0154286304149432,0,0.130942124473691,0.0464809804454338,-0.00993776221696335,-0.0661304406076937,0,0.0787262601433827,0.17095049887106,0.31618626397138,-0.235736688016179,0,0,0.0279804852053184,0.22998898744406,0,0.412998068741976,"Part 2"
"CZE","Czech Republic","Europe & Central Asia",1291,0.25729784,0.60723272,0.34516382,-0.00526358243024653,-0.0157907472907396,0,0.0166449091316234,0,0,0,0,0,0,0,0.0330803226646083,0.0438414186241682,-0.00122785347302645,-0.0803914791416758,0,0.0364655831091524,0.142857773113967,0.465085370637406,-0.390967773279605,0,0,0.0183585081327432,0.273675142851794,0,0.414039300261656,"Part 2"
"FJI","Fiji","East Asia & Pacific",584,0.57809711,0.61088648,0.57711416,0.00236856673944674,-0.0589027411446157,0.0171386666793522,0.0543883046827132,0.0462056445511713,0.128228500492512,0.0754158443718751,-0.135365174297696,0.0772683590113641,0.0307884178215958,0.0694119626892371,0.19514759563704,0.1374034765293,-0.107105149930905,-0.0237660787753225,0,0.101069877705604,0.172576033498919,0.205419502492119,-0.188931846047588,0,0,0,0.106815583326437,0,0.414682964158232,"Part 2"
"SLE","Sierra Leone","Sub-Saharan Africa",616,0.39079991,0.38629395,0.39744776,0.400904047034773,-0.622814400930635,0.288450711032028,0.171601157602472,0.159675249664834,0.0842806276994516,0.00327379056693602,-0.0442579587472886,0.000347266280170483,0.0255917063860405,0.207991560450094,0.0861283715439709,0.0655354944151194,-0.151999952093913,0.10839254683648,0.0430106939367642,0,0.0902675077321045,0.0924147698933198,-0.100310729666592,0.0581343756619727,0,0.0639536924892734,0.137108889082472,0,0.419203763524181,"Part 2"
"MOZ","Mozambique","Sub-Saharan Africa",442,0.36549616,0.41496384,0.3654843,0.438810971061984,-0.53365982695907,0.205225723401273,0.151574740531467,0.0955635435141447,0.142125686020017,0.0197907385551464,-0.09382092794437,0.0312412551275219,0.0381215823951262,0.147302202213525,0.0662100547263141,0.055877663558082,-0.141839558125625,0.0950379862225424,0.0937420985038556,0.0617847174197473,0.0540448897957362,0.0406956105019302,-0.0735589446292633,0.0592484090542265,0,0.0537758931837413,0.0481723319815846,0,0.421819531041769,"Part 2"
"BEN","Benin","Sub-Saharan Africa",9161,0.25104588,0.25520426,0.26100504,0.527095275307361,-0.553451375207724,0.029749819829337,0.0697860210603455,0.179040545310355,0.115596500547711,0.038295706337262,-0.110113429433411,0.0219961413451523,0.110338584261232,0.0688204438834909,0.0915198282931466,0.0298791754103269,-0.14197131403007,0.116991313933533,0.0297328813381162,0.0498616124488874,0.0475914835749515,0.0031320181455173,-0.0304251635352002,0.0523811212657663,0.0509074081159305,0.0598158213940334,0.0444525859336035,0,0.424456955405018,"Part 2"
"NPL","Nepal","South Asia",3799,0.44855255,0.38804787,0.45415226,0.330572569607463,-0.336297523855719,-0.0970047239263367,0.212870909265465,0.172075158920597,0.282071773003087,0.061745810123557,-0.29359200111636,0.160344576532346,0.158038430103412,0.0703738932531729,0.0776583202304986,0.0146514513943583,-0.0634544196201322,0.0406612639205754,0.114181258370039,0.0881158699473342,0.0887571442755768,0.0971816379330785,-0.114548985251315,0.0208289156505705,0.0132166245517458,0.0423399184060379,0.0567471503284571,0,0.425073776973974,"Part 2"
"TJK","Tajikistan","Europe & Central Asia",541,0.50041467,0.76842438,0.50292552,-0.0291897156546617,-0.0849913887308828,-0.0187549824209212,0.0839305488487108,-0.00478769601984437,0,0.0142281043573615,-0.14070961456228,0.109753958956048,0.0397991696020207,0,0.0382952767972049,0.077318637161712,-0.0443614774753294,0.00713584092042674,0,0.0436929072866821,0.227931669317162,0.299435142741942,-0.308705977253698,0,0.0231879373551474,0.159071330508971,0.323317185814438,0,0.430555372093862,"Part 2"
"PAK","Pakistan","South Asia",4504,0.4512451,0.42674655,0.47163135,0.353967470205793,-0.446490446180876,0.117111671705952,0.117039326012831,0.208447583531686,0.149778800062803,0.0159255334516306,-0.113899820250544,-0.00688700628984547,0.124710643161256,0.174555709038257,0.122624854992372,0.0649113304326923,-0.228391085896792,0.164804938221135,0.0804755007337518,0.0595577721225776,0.0942296606409882,0.019206502546877,-0.0544782131728298,0.0648490142776348,0.04652839285742,0.0872125532398247,0.088488864408758,0,0.430936331407641,"Part 2"
"EST","Estonia","Europe & Central Asia",1062,0.35648572,0.61446664,0.48431841,0,0,0,0,0,0,-0.0116311091474545,-0.0342013380828195,0.0310456281964441,-0.00386272138503535,0,0.0322132816860958,0.0822874478031158,-0.0349066767740156,-0.0470310724801113,0,0.0435124160589871,0.243859026695868,0.294765518583256,-0.257555274718191,0,0,0.133643622835236,0.378651530818221,0,0.431904963711154,"Part 2"
"SLV","El Salvador","Latin America & Caribbean",1669,0.44360128,0.55151933,0.44359845,0.356853589920491,-0.395180346081808,-0.0047341103973495,0.292250632855064,0.167575203651417,0.128917164508564,0.0383972554391567,-0.164213773274247,0.13746653611813,0.109550257836033,0.0683036118784872,0.0425305218283364,0.0421321910241975,-0.0436136377661228,-0.0450361051565289,0.1137664249011,0.137073813579365,0.0955458827909829,0.119450376980587,-0.172311980603087,0.0719962460397524,0.0489071501739742,0.059721206430596,0.108575271300017,0,0.433749295792465,"Part 2"
"MDG","Madagascar","Sub-Saharan Africa",6766,0.43428177,0.34773815,0.43721825,0.378837957586475,-0.402140526499356,0.0691037358029027,0.105304831005077,0.057103169647231,0.237916433505337,0.0198053139159783,-0.134944764332704,0.0777453879518885,0.0574111328345196,0.0972897951799732,0.0864776056232575,0.0683321490892215,-0.0986576444132205,0.0583790668675429,0.0449207605172619,0.0460830503120188,0.072270892036847,0.056759074225335,-0.0725675627295233,0.0312816215498851,0.0124469558290302,0.0455533750065968,0.0785380028521203,0,0.436362455933762,"Part 2"
"TUV","Tuvalu","East Asia & Pacific",57,0.58395875,0.75246499,0.54958975,0.0409922287731449,-0.25643479477212,0.225669334283368,-0.0851718759208222,-0.0156190899389905,0,-0.160252194992768,0.0645194302841879,-0.223880097820826,0.095629914005444,0,0.136685752924268,0.320079449248109,-0.392005734371514,0.0885218418347148,0,0,0.136685756390342,0.075558027821386,-0.183383185706869,0,0,0.33481035488258,0,0,0.438299672305014,"Part 2"
"BFA","Burkina Faso","Sub-Saharan Africa",914,0.20195985,0.22441292,0.20721659,0.553906932768284,-0.624176111618495,0.151100038563357,0.00125790049354295,0.0637122502311282,0.142548886361344,0.0167183815253678,-0.0961831218772756,-0.0369604431696492,0.065029949344602,0.124359966156584,0.0893064512550843,0.0419457339666654,-0.202245953101396,0.0860453252985822,0,0,0,-0.0251640437926817,0.00408356214705101,0,0,0.0366168511281118,0,0,0.438819652560485,"Part 2"
"KIR","Kiribati","East Asia & Pacific",197,0.61838967,0.73641416,0.57532513,0.0476714742986413,-0.164610950995513,0.0419706168856979,0.0949073519280604,0.106866540228344,0.104689343186868,0.128698060567566,-0.293192360678961,0.189714713314792,0.0961154433155882,0,0.14862726803566,0.0549889548418046,-0.0456064423187845,-0.0194139314253579,0,0.175415409680437,0.206702263700507,0.125759394648519,-0.174110554466838,0,0.0789078135533176,0.120533835733662,0.235570169500739,0,0.446176999275044,"Part 2"
"ROU","Romania","Europe & Central Asia",316,0.53595924,0.31117111,0.60967368,0.0536317893448156,-0.118494864441123,-0.0276196308531957,-0.0104256483633359,0.0809071921987792,0.064491849982574,0.0776285609093284,-0.0697266243015234,0.0359159154994551,-0.0582565693543794,0.0763997849192437,0.142085340057645,0.130692644756139,-0.0969742146712241,-0.0408335911007014,0,0.0644918515236595,0.195796609170568,0.210285070693937,-0.153331135953888,0,0,0,0.130918510126469,0,0.449063671561601,"Part 2"
"SRB","Serbia","Europe & Central Asia",489,0.43710428,0.55323714,0.46193823,-0.0331571877577095,-0.0105486877583385,0.0156311209932762,0.0385989226932256,-0.00575786073775889,0,0.0465318273222924,-0.0841216317758711,0.0877448505513893,-0.0179629033071491,0,0.140854383885003,0.128169894526353,-0.0478470050244781,-0.0964854626663034,0,0.103403768207153,0.192099092269812,0.330591101541214,-0.280405312421787,0,0,0.102712545106709,0.21969216782504,0,0.456544604284569,"Part 2"
"PAN","Panama","Latin America & Caribbean",2545,0.55460554,0.507653,0.60498726,0.100607945688011,-0.110511406103108,0.00262421136720337,0.100132185080888,0.0760777450709941,0.118397252942397,0.125388700026529,-0.235206614478515,0.10202463014818,0.153056112710225,0.0528676141139375,0.165589888178113,0.0523179067964107,-0.126592539003078,0.0599371768221679,0.0604173452669562,0.118612550395733,0.227092367007286,0.118897278905228,-0.16215027916321,0.014009549132466,0.0665365994590849,0.117977356295125,0.169018360193,0,0.461092837916529,"Part 2"
"CHN","China","East Asia & Pacific",5823,0.560808,0.51745716,0.56822503,0.0767946413758981,-0.134632113127484,0.0791464535031871,0.0470679149121914,0.0685806500754866,0.127286108079466,0.0851460819978053,-0.0907124399183187,-0.0213139412275239,0.0926202069044739,0.0834543971393721,0.225717254563056,0.168502741425693,-0.243024459907207,0.0731236183324795,0.0511944928806463,0.133188980761341,0.240640411295373,0.0693930851085728,-0.138302399090157,0,0.0191560694776978,0.0377232451176419,0.0772033751692387,0,0.465144017500991,"Part 2"
"PSE","Palestine","Middle East & North Africa",1071,0.53123695,0.62472653,0.53689039,0.0782092115222967,-0.324651262718611,0.216962642025476,0.109232182397286,0.067302525231899,0.12869961337283,-0.0939244409811808,-0.0536964377251012,0.0103441610312519,0.0836290296703593,0.186366153977328,0.0611270516347656,0.215027925025865,-0.199398513695214,-0.0109046130369908,0.125052019390568,0.0281960198884786,0.261504616325858,0.112327876070813,-0.169411777840642,0,0,0.150870647025018,0.14104059567086,0,0.465770061236905,"Part 3"
"MRT","Mauritania","Sub-Saharan Africa",1673,0.30540609,0.57333434,0.30767834,0.477187067841712,-0.499392537576308,0.0683338163080962,0.0520522198213911,0.241840372518007,0.140672292610283,0.0417395214909565,-0.103102613891956,-0.00243122612633558,0.0753434687863755,0.122404623299573,0.0927454447618297,0.0206894114847521,-0.146947257682337,0.0631477313426882,0.0570489308773228,0.0645827265728426,0.0468062675317318,0.014467744777322,-0.0530469734331021,0.0871582116199116,0.0861576763557984,0.100077457138783,0.0203599200997466,0,0.468900599524727,"Part 3"
"GIN","Guinea","Sub-Saharan Africa",874,0.30233687,0.38089657,0.32898852,0.456743545167458,-0.59946781769538,0.188342815317993,0.0229713983581807,0.222670458282755,0.141759654521607,-0.00781187152247103,-0.0797766722314055,-0.0487895764172551,0.075720398848589,0.185209928535014,0.0627968617020843,0.0847588095626264,-0.273071292914996,0.179105847092294,0.0478796048712744,0,0.0412743095895536,-0.0290408608687828,-0.0205065849584488,0.087194974270938,0.0463734017348153,0.132182045779983,0.0980650260314693,0,0.469985768780889,"Part 3"
"LKA","Sri Lanka","South Asia",570,0.54505783,0.59305239,0.54027772,0.0666566789254005,-0.0695374080324039,0.0400133190044226,0.0171496436317388,-0.0219389568769141,0.102462505154255,0.018982408807148,-0.0580978017338133,0.055935974817172,-0.0087603206674747,0,0.116621277354188,0.187920099550862,-0.089832679140833,-0.075045025280544,0.0320164141814008,0.0871209996199229,0.175567671623249,0.257304006365145,-0.263253258193783,0,0,0.0834786120702226,0.0888658909591956,0,0.472827483651452,"Part 3"
"HUN","Hungary","Europe & Central Asia",685,0.33312333,0.39825225,0.40208772,-0.02407927947427,-0.0712590378281329,0.0649093813463209,-0.00299376480365243,-0.00229015589866729,0,0.0340538936843016,-0.00693035220887633,-0.0420124224926104,-0.0321384622704398,0.0510192941779247,0.061091733099882,0.136452424920187,-0.0387903793823454,-0.131441470618567,0,0,0.215272234366739,0.392334483354093,-0.33505140427844,0,0,0,0.2378129255256,0,0.476064623914113,"Part 3"
"ETH","Ethiopia","Sub-Saharan Africa",3345,0.27895001,0.32231504,0.28170598,0.47774367310362,-0.542927429418927,-0.0106975083412659,0.149981863319001,0.144804766971152,0.281765196219068,0.0099743540187745,-0.201647925734548,0.0674342666829091,0.108652202604498,0.0862509814346033,0.0511878855906993,0.0520844832329836,-0.087884837765887,0.041996110860449,0.0417522665743728,0.0435787842045992,0.0846920744253704,0.0595073229825021,-0.084584830616682,0,0.00821311075419935,0.0413076600038535,0.0578100254336573,0,0.47851784399287,"Part 3"
"KEN","Kenya","Sub-Saharan Africa",1654,0.42056,0.65971959,0.43945557,0.0740677234081328,-0.103243671718017,-0.0431350890106461,0.200430332312745,0.0828185807511887,0.168924382363505,0.12400866408131,-0.334085265216203,0.326685365575692,0.142548615825826,0,0,0,0,0,0.122051339089048,0.261627357578852,0.170988314226517,0.250139710384324,-0.321905330477274,0.041658130294748,0.0919267397631865,0.0627053062707172,0.294526973062846,0,0.479012087628509,"Part 3"
"BGR","Bulgaria","Europe & Central Asia",445,0.35572064,0.42544472,0.42954138,0.0468873777871919,-0.0578124337455639,0.0705690392130135,-0.00637487901911944,-0.00428476697381056,0,0.012686559786472,-0.00761464553402932,0.0132992440526025,-0.0275320684965102,0,0.106759306049593,0.153885747411662,-0.0481755706494032,-0.151177906548575,0,0.0802891228567183,0.140689389029035,0.358502376422098,-0.302865968807365,0,0,0,0.30916514792277,0,0.484128839442727,"Part 3"
"NER","Niger","Sub-Saharan Africa",2772,0.33718723,0.4790954,0.33946696,0.445935555006334,-0.32882033631524,-0.0425881062388201,0.0252338216834766,0.0451582550266106,0.172599001563851,0.126656792412147,-0.18002181441169,0.00337897110876616,0.0382652352092981,0.0873291850027548,0.0965410542255412,0.0423922313830606,-0.128529747885076,0.0314848039095785,0.0185119478169993,0.0285270488206763,0.043209328095724,0.0175782316960681,-0.032529788804909,0,0.0258147395866097,0.0350755693836216,0.0282590673309503,0,0.485961621125041,"Part 3"
"AGO","Angola","Sub-Saharan Africa",476,0.50106752,0.35959595,0.50164425,0.311544842338842,-0.407145853306058,-0.0360310210591648,0.14552764098892,0.248752632148617,0.142504188927063,0.0256750308337708,-0.230121293102362,0.0746410694615131,0.148695504008295,0.134052091754235,0.146084745847306,0.020828160441783,-0.156090841773696,0.102824883921159,0.107803928384169,0.0896007753140134,0.0704065697579633,0.0685091203948773,-0.0666475797695109,0.0760730548425768,0.0995239434146929,0.0591417506782823,0.211472325245792,0,0.486357283311985,"Part 3"
"SLB","Solomons","East Asia & Pacific",521,0.54411501,0.46721405,0.54668093,0.1876205045385,-0.204381711370779,-0.00912631273973505,0.117283045400967,0.119359166668977,0.24872676390178,0.113152342130727,-0.28090078807189,0.0900975230940321,0.186300109623154,0.147078799508255,0.15405230181014,0.0400105405823248,-0.135815910858017,0.0372881335804469,0.105870372025748,0.144574353856294,0.127007979668306,0.0534390417756198,-0.0931748398690617,0.0390434187164496,0.0294713653474408,0.0871959128509121,0.0912725715794744,0,0.4871314654358,"Part 3"
"NGA","Nigeria","Sub-Saharan Africa",3629,0.46238634,0.44342589,0.50331533,0.167439665308085,-0.19505291132397,-0.0880354489455666,0.190035910776826,0.151578568905012,0.298916220969109,0.107121187870195,-0.359570253380723,0.170909352420427,0.16052905332954,0.0503403130109392,0.0853039465577699,0.00995523273103593,-0.0513310471550794,0.0275521529167606,0.063251979125308,0.126356438347099,0.120769450394884,0.198836740788916,-0.193020073867261,0.030242453621173,0.0652899567051832,0.0647909580192995,0.198242109846465,0,0.495975957469795,"Part 3"
"HND","Honduras","Latin America & Caribbean",1974,0.45162645,0.44900709,0.44763783,0.302550898003192,-0.20605852295954,-0.0966502472247314,0.156258446981394,0.049227533801206,0.200021884487653,0.179152203619471,-0.287292238703875,0.158656945956081,0.0848913753331575,0.071175913630546,0.0920352635122172,0.0281946499036011,-0.0678378354039689,0.00733495284857361,0.0557098276332994,0.125818895295283,0.100934178213295,0.0866906242697276,-0.142199545574497,0.0261166869414173,0.0378121228734864,0.0481626652087429,0.0941354082268367,0,0.501258891940901,"Part 3"
"BDI","Burundi","Sub-Saharan Africa",2159,0.13548103,0.46193045,0.13802944,0.577822780674131,-0.638618763800352,-0.0395894993190741,0.0775097814117031,0.0936394606342567,0.262433567867089,-0.00825824579592128,-0.183055942169702,-0.00289210634777159,0.0706978199064735,0.089863098671608,0.055498607765246,0.0356495532457011,-0.114831420311503,0.0622338388390229,0,0,0.045143583156112,0.0027007527510799,-0.0247140816778279,0,0.0144823860975302,0.0420509489396706,0,0,0.508191736095426,"Part 3"
"LSO","Lesotho","Sub-Saharan Africa",308,0.49037966,0.37884933,0.5049293,0.108328849742592,-0.0569294548297376,-0.0665873550719047,0.046891137420326,-0.018304201092447,0.31467691432598,0.197384041644954,-0.305296614652729,0.0206109270518468,0.14583383809594,0.101719328796312,0.199586216773971,0.105278162214577,-0.203455305386983,0.133199276961821,0.052261275053923,0,0.0759791187223332,0.0714210103000321,-0.0566841584894336,0.0920872131993533,0,0.0517434546400021,0.0997574935694382,0,0.512083509226407,"Part 3"
